"HISTORY","CVP","PCWP","HYPOVOLEMIA","LVEDVOLUME","LVFAILURE","STROKEVOLUME","ERRLOWOUTPUT","HRBP","HREKG","ERRCAUTER","HRSAT","INSUFFANESTH","ANAPHYLAXIS","TPR","EXPCO2","KINKEDTUBE","MINVOL","FIO2","PVSAT","SAO2","PAP","PULMEMBOLUS","SHUNT","INTUBATION","PRESS","DISCONNECT","MINVOLSET","VENTMACH","VENTTUBE","VENTLUNG","VENTALV","ARTCO2","CATECHOL","HR","CO","BP"
"TRUE","HIGH","NORMAL","TRUE","LOW","FALSE","NORMAL","TRUE","NORMAL","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","LOW","NORMAL","HIGH","HIGH","LOW","TRUE","HIGH","NORMAL","HIGH","TRUE","LOW","ZERO","NORMAL","HIGH","HIGH","LOW","HIGH","HIGH","LOW","LOW"
"TRUE","LOW","NORMAL","TRUE","HIGH","FALSE","HIGH","FALSE","NORMAL","LOW","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","FALSE","NORMAL","NORMAL","LOW","NORMAL","LOW","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","LOW","NORMAL","LOW","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH"
"TRUE","HIGH","LOW","FALSE","HIGH","FALSE","HIGH","FALSE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","HIGH","HIGH","FALSE","NORMAL","LOW","LOW","NORMAL","LOW","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","NORMAL","LOW","LOW","NORMAL","HIGH","HIGH","HIGH","LOW","HIGH"
"TRUE","HIGH","NORMAL","TRUE","LOW","FALSE","HIGH","TRUE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","NORMAL","NORMAL","TRUE","HIGH","NORMAL","LOW","NORMAL","LOW","TRUE","NORMAL","NORMAL","ZERO","TRUE","LOW","NORMAL","LOW","NORMAL","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"TRUE","LOW","NORMAL","TRUE","HIGH","TRUE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","LOW","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","NORMAL","LOW","NORMAL","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL"
"TRUE","NORMAL","NORMAL","FALSE","LOW","FALSE","LOW","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","LOW","TRUE","HIGH","NORMAL","LOW","TRUE","LOW","NORMAL","LOW","HIGH","LOW","LOW","HIGH","HIGH","HIGH","HIGH"
"TRUE","LOW","HIGH","TRUE","NORMAL","FALSE","NORMAL","TRUE","HIGH","LOW","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","TRUE","LOW","NORMAL","LOW","LOW","NORMAL","TRUE","HIGH","NORMAL","NORMAL","FALSE","HIGH","NORMAL","HIGH","ZERO","ZERO","LOW","HIGH","HIGH","NORMAL","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","LOW","TRUE","LOW","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","NORMAL","HIGH","LOW","TRUE","HIGH","NORMAL","HIGH","TRUE","LOW","NORMAL","NORMAL","HIGH","HIGH","HIGH","NORMAL","HIGH","LOW","LOW"
"TRUE","HIGH","LOW","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","NORMAL","NORMAL","LOW","LOW","HIGH","TRUE","HIGH","NORMAL","ZERO","TRUE","HIGH","HIGH","LOW","LOW","NORMAL","NORMAL","HIGH","LOW","HIGH","NORMAL"
"TRUE","HIGH","LOW","TRUE","HIGH","FALSE","LOW","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","TRUE","NORMAL","NORMAL","LOW","LOW","NORMAL","TRUE","HIGH","NORMAL","ZERO","FALSE","HIGH","NORMAL","LOW","NORMAL","LOW","HIGH","HIGH","HIGH","NORMAL","HIGH"
"TRUE","HIGH","LOW","TRUE","HIGH","TRUE","LOW","TRUE","HIGH","LOW","TRUE","HIGH","FALSE","FALSE","HIGH","LOW","TRUE","HIGH","NORMAL","LOW","LOW","HIGH","TRUE","HIGH","NORMAL","LOW","TRUE","LOW","LOW","LOW","NORMAL","HIGH","HIGH","NORMAL","HIGH","NORMAL","LOW"
"TRUE","LOW","LOW","TRUE","HIGH","TRUE","NORMAL","FALSE","HIGH","LOW","TRUE","LOW","FALSE","FALSE","NORMAL","HIGH","TRUE","NORMAL","NORMAL","HIGH","LOW","LOW","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","HIGH","LOW","ZERO","NORMAL","HIGH","HIGH","HIGH","LOW","LOW"
"TRUE","HIGH","NORMAL","TRUE","LOW","FALSE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","NORMAL","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","HIGH","LOW","LOW","NORMAL","ZERO","HIGH","HIGH","HIGH","NORMAL","LOW"
"TRUE","LOW","NORMAL","TRUE","HIGH","FALSE","HIGH","FALSE","HIGH","LOW","FALSE","HIGH","TRUE","FALSE","HIGH","LOW","FALSE","HIGH","NORMAL","LOW","LOW","NORMAL","TRUE","HIGH","NORMAL","LOW","FALSE","HIGH","NORMAL","LOW","NORMAL","ZERO","HIGH","NORMAL","HIGH","NORMAL","NORMAL"
"FALSE","HIGH","NORMAL","TRUE","LOW","FALSE","LOW","FALSE","HIGH","LOW","FALSE","NORMAL","FALSE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","ZERO","FALSE","LOW","ZERO","HIGH","HIGH","ZERO","LOW","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","LOW","FALSE","LOW","FALSE","HIGH","HIGH","FALSE","NORMAL","FALSE","FALSE","HIGH","HIGH","FALSE","HIGH","NORMAL","HIGH","NORMAL","HIGH","TRUE","HIGH","ESOPHAGEAL","ZERO","TRUE","LOW","HIGH","LOW","NORMAL","ZERO","HIGH","HIGH","HIGH","NORMAL","NORMAL"
"TRUE","LOW","NORMAL","TRUE","NORMAL","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","HIGH","HIGH","FALSE","HIGH","NORMAL","ZERO","TRUE","HIGH","NORMAL","HIGH","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL"
"TRUE","HIGH","LOW","FALSE","NORMAL","FALSE","LOW","TRUE","HIGH","LOW","FALSE","LOW","TRUE","TRUE","LOW","LOW","FALSE","HIGH","NORMAL","LOW","LOW","HIGH","TRUE","HIGH","NORMAL","ZERO","TRUE","NORMAL","HIGH","HIGH","ZERO","ZERO","HIGH","NORMAL","HIGH","LOW","NORMAL"
"TRUE","HIGH","HIGH","FALSE","HIGH","FALSE","LOW","TRUE","NORMAL","LOW","FALSE","LOW","FALSE","FALSE","HIGH","NORMAL","TRUE","NORMAL","NORMAL","LOW","LOW","HIGH","TRUE","HIGH","NORMAL","LOW","TRUE","LOW","NORMAL","LOW","HIGH","ZERO","HIGH","HIGH","HIGH","LOW","LOW"
"TRUE","LOW","HIGH","TRUE","NORMAL","TRUE","NORMAL","FALSE","LOW","NORMAL","FALSE","LOW","FALSE","FALSE","NORMAL","HIGH","FALSE","HIGH","LOW","NORMAL","LOW","LOW","TRUE","HIGH","NORMAL","LOW","TRUE","LOW","LOW","LOW","HIGH","ZERO","HIGH","NORMAL","LOW","NORMAL","HIGH"
"TRUE","LOW","HIGH","TRUE","HIGH","FALSE","NORMAL","FALSE","NORMAL","LOW","FALSE","LOW","TRUE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","HIGH","NORMAL","NORMAL","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","LOW","HIGH","ZERO","HIGH","HIGH","HIGH","HIGH","LOW","NORMAL"
"TRUE","LOW","LOW","TRUE","HIGH","FALSE","NORMAL","FALSE","LOW","NORMAL","FALSE","NORMAL","TRUE","FALSE","LOW","LOW","FALSE","NORMAL","NORMAL","LOW","HIGH","LOW","TRUE","HIGH","ESOPHAGEAL","HIGH","FALSE","NORMAL","LOW","LOW","NORMAL","ZERO","NORMAL","HIGH","NORMAL","LOW","LOW"
"TRUE","LOW","NORMAL","FALSE","LOW","FALSE","LOW","FALSE","HIGH","LOW","TRUE","LOW","FALSE","FALSE","NORMAL","LOW","TRUE","HIGH","NORMAL","LOW","LOW","LOW","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","NORMAL","LOW","HIGH","NORMAL","HIGH","NORMAL","HIGH","HIGH","LOW"
"TRUE","LOW","NORMAL","TRUE","LOW","TRUE","NORMAL","FALSE","HIGH","LOW","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","FALSE","LOW","NORMAL","LOW","LOW","HIGH","TRUE","NORMAL","NORMAL","ZERO","TRUE","LOW","HIGH","NORMAL","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","LOW"
"TRUE","LOW","NORMAL","TRUE","LOW","FALSE","NORMAL","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","LOW","NORMAL","NORMAL","TRUE","HIGH","NORMAL","HIGH","TRUE","LOW","NORMAL","HIGH","ZERO","NORMAL","HIGH","NORMAL","NORMAL","LOW","NORMAL"
"TRUE","NORMAL","LOW","FALSE","NORMAL","TRUE","NORMAL","FALSE","NORMAL","LOW","FALSE","LOW","FALSE","TRUE","HIGH","LOW","FALSE","LOW","NORMAL","LOW","LOW","LOW","TRUE","NORMAL","ONESIDED","ZERO","TRUE","HIGH","NORMAL","LOW","LOW","HIGH","NORMAL","HIGH","HIGH","NORMAL","LOW"
"TRUE","LOW","HIGH","TRUE","NORMAL","FALSE","NORMAL","FALSE","HIGH","LOW","FALSE","NORMAL","TRUE","FALSE","NORMAL","HIGH","TRUE","NORMAL","NORMAL","LOW","LOW","NORMAL","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","NORMAL","LOW","HIGH","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"TRUE","LOW","NORMAL","TRUE","LOW","TRUE","HIGH","TRUE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","TRUE","NORMAL","NORMAL","HIGH","LOW","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","HIGH","ZERO","NORMAL","NORMAL","LOW","HIGH","NORMAL","HIGH","NORMAL","LOW"
"TRUE","NORMAL","HIGH","FALSE","NORMAL","TRUE","NORMAL","TRUE","HIGH","LOW","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","TRUE","HIGH","NORMAL","LOW","HIGH","NORMAL","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","NORMAL","LOW","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","LOW"
"TRUE","HIGH","HIGH","FALSE","NORMAL","TRUE","NORMAL","FALSE","NORMAL","NORMAL","FALSE","LOW","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","NORMAL","LOW","HIGH","TRUE","HIGH","NORMAL","LOW","FALSE","HIGH","ZERO","HIGH","ZERO","LOW","LOW","NORMAL","HIGH","LOW","NORMAL"
"TRUE","NORMAL","NORMAL","TRUE","LOW","FALSE","HIGH","FALSE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","HIGH","ZERO","FALSE","HIGH","NORMAL","LOW","LOW","NORMAL","TRUE","HIGH","NORMAL","NORMAL","FALSE","NORMAL","HIGH","LOW","NORMAL","HIGH","NORMAL","HIGH","HIGH","HIGH","LOW"
"FALSE","LOW","HIGH","FALSE","LOW","FALSE","LOW","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","TRUE","HIGH","NORMAL","LOW","LOW","NORMAL","TRUE","NORMAL","ONESIDED","LOW","TRUE","HIGH","LOW","LOW","ZERO","LOW","HIGH","NORMAL","NORMAL","NORMAL","NORMAL"
"TRUE","HIGH","NORMAL","TRUE","LOW","FALSE","NORMAL","FALSE","HIGH","LOW","FALSE","NORMAL","FALSE","FALSE","NORMAL","ZERO","FALSE","ZERO","NORMAL","NORMAL","LOW","LOW","TRUE","HIGH","ESOPHAGEAL","ZERO","TRUE","HIGH","ZERO","ZERO","LOW","LOW","HIGH","NORMAL","HIGH","LOW","HIGH"
"TRUE","LOW","NORMAL","TRUE","NORMAL","TRUE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","LOW","LOW","FALSE","LOW","NORMAL","LOW","NORMAL","HIGH","FALSE","HIGH","ONESIDED","NORMAL","FALSE","LOW","HIGH","LOW","NORMAL","ZERO","HIGH","NORMAL","HIGH","NORMAL","NORMAL"
"TRUE","HIGH","HIGH","TRUE","LOW","FALSE","LOW","TRUE","HIGH","NORMAL","FALSE","LOW","TRUE","FALSE","NORMAL","ZERO","TRUE","NORMAL","NORMAL","NORMAL","LOW","LOW","TRUE","NORMAL","ONESIDED","HIGH","FALSE","LOW","HIGH","HIGH","NORMAL","ZERO","HIGH","HIGH","HIGH","NORMAL","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","HIGH","FALSE","HIGH","TRUE","HIGH","NORMAL","FALSE","NORMAL","TRUE","TRUE","HIGH","HIGH","FALSE","NORMAL","NORMAL","LOW","NORMAL","NORMAL","TRUE","NORMAL","NORMAL","HIGH","TRUE","LOW","ZERO","HIGH","ZERO","NORMAL","HIGH","HIGH","HIGH","HIGH","LOW"
"TRUE","LOW","HIGH","FALSE","NORMAL","TRUE","NORMAL","FALSE","LOW","HIGH","FALSE","NORMAL","FALSE","FALSE","NORMAL","ZERO","TRUE","NORMAL","LOW","LOW","LOW","LOW","TRUE","HIGH","NORMAL","LOW","TRUE","HIGH","HIGH","NORMAL","LOW","LOW","NORMAL","HIGH","NORMAL","NORMAL","NORMAL"
"FALSE","HIGH","NORMAL","TRUE","HIGH","TRUE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","NORMAL","LOW","TRUE","HIGH","NORMAL","NORMAL","LOW","LOW","TRUE","HIGH","NORMAL","HIGH","TRUE","LOW","NORMAL","LOW","HIGH","NORMAL","LOW","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","HIGH","HIGH","TRUE","LOW","TRUE","NORMAL","TRUE","LOW","LOW","FALSE","NORMAL","TRUE","FALSE","HIGH","ZERO","FALSE","ZERO","NORMAL","HIGH","HIGH","NORMAL","TRUE","NORMAL","NORMAL","NORMAL","TRUE","LOW","NORMAL","LOW","NORMAL","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL"
"TRUE","HIGH","NORMAL","FALSE","LOW","FALSE","NORMAL","FALSE","HIGH","NORMAL","TRUE","LOW","FALSE","FALSE","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","HIGH","NORMAL","TRUE","HIGH","NORMAL","HIGH","FALSE","NORMAL","HIGH","NORMAL","HIGH","NORMAL","NORMAL","HIGH","HIGH","LOW","HIGH"
"TRUE","NORMAL","HIGH","FALSE","LOW","TRUE","NORMAL","FALSE","HIGH","LOW","FALSE","HIGH","TRUE","FALSE","HIGH","HIGH","TRUE","HIGH","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","ONESIDED","LOW","TRUE","HIGH","ZERO","LOW","ZERO","ZERO","HIGH","NORMAL","HIGH","NORMAL","LOW"
"TRUE","LOW","NORMAL","TRUE","HIGH","TRUE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","NORMAL","HIGH","TRUE","NORMAL","NORMAL","LOW","LOW","LOW","TRUE","HIGH","ESOPHAGEAL","HIGH","FALSE","NORMAL","NORMAL","ZERO","NORMAL","HIGH","HIGH","NORMAL","HIGH","NORMAL","LOW"
"TRUE","HIGH","NORMAL","TRUE","NORMAL","FALSE","HIGH","TRUE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","HIGH","HIGH","FALSE","HIGH","NORMAL","LOW","LOW","NORMAL","TRUE","NORMAL","NORMAL","ZERO","FALSE","HIGH","NORMAL","ZERO","NORMAL","LOW","LOW","NORMAL","HIGH","HIGH","NORMAL"
"TRUE","HIGH","LOW","TRUE","HIGH","FALSE","NORMAL","FALSE","LOW","HIGH","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","FALSE","NORMAL","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","ZERO","FALSE","LOW","HIGH","LOW","ZERO","LOW","LOW","HIGH","NORMAL","NORMAL","NORMAL"
"TRUE","HIGH","LOW","TRUE","LOW","TRUE","NORMAL","FALSE","HIGH","NORMAL","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","TRUE","LOW","NORMAL","NORMAL","LOW","HIGH","TRUE","NORMAL","ONESIDED","LOW","TRUE","HIGH","HIGH","ZERO","LOW","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"FALSE","LOW","HIGH","TRUE","LOW","TRUE","LOW","FALSE","LOW","NORMAL","FALSE","HIGH","TRUE","FALSE","NORMAL","ZERO","TRUE","NORMAL","NORMAL","NORMAL","LOW","LOW","TRUE","HIGH","NORMAL","ZERO","TRUE","HIGH","ZERO","LOW","HIGH","NORMAL","LOW","NORMAL","NORMAL","NORMAL","LOW"
"TRUE","LOW","HIGH","TRUE","HIGH","TRUE","NORMAL","TRUE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","HIGH","NORMAL","TRUE","HIGH","NORMAL","NORMAL","FALSE","HIGH","NORMAL","ZERO","ZERO","ZERO","HIGH","NORMAL","HIGH","HIGH","LOW"
"TRUE","NORMAL","NORMAL","TRUE","HIGH","FALSE","LOW","FALSE","HIGH","LOW","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","LOW","LOW","HIGH","TRUE","NORMAL","NORMAL","NORMAL","TRUE","LOW","HIGH","HIGH","LOW","ZERO","HIGH","NORMAL","HIGH","LOW","HIGH"
"TRUE","LOW","NORMAL","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","LOW","HIGH","TRUE","LOW","NORMAL","HIGH","LOW","HIGH","TRUE","HIGH","NORMAL","LOW","TRUE","HIGH","LOW","NORMAL","NORMAL","LOW","LOW","HIGH","HIGH","HIGH","LOW"
"TRUE","LOW","HIGH","FALSE","NORMAL","TRUE","LOW","FALSE","LOW","LOW","FALSE","NORMAL","TRUE","FALSE","NORMAL","HIGH","TRUE","LOW","NORMAL","HIGH","LOW","HIGH","TRUE","HIGH","NORMAL","HIGH","TRUE","HIGH","ZERO","HIGH","NORMAL","LOW","HIGH","NORMAL","NORMAL","HIGH","LOW"
"TRUE","HIGH","LOW","TRUE","LOW","TRUE","LOW","FALSE","NORMAL","NORMAL","FALSE","NORMAL","TRUE","FALSE","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","HIGH","HIGH","NORMAL","TRUE","HIGH","NORMAL","ZERO","FALSE","HIGH","LOW","LOW","HIGH","ZERO","HIGH","NORMAL","HIGH","HIGH","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","NORMAL","FALSE","NORMAL","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","FALSE","LOW","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","NORMAL","LOW","HIGH","NORMAL","NORMAL","HIGH","NORMAL","HIGH","LOW"
"TRUE","LOW","NORMAL","TRUE","LOW","FALSE","LOW","FALSE","NORMAL","LOW","FALSE","NORMAL","TRUE","FALSE","LOW","HIGH","FALSE","ZERO","NORMAL","LOW","NORMAL","LOW","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","HIGH","ZERO","HIGH","LOW","HIGH","HIGH","HIGH","HIGH","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","LOW","FALSE","HIGH","FALSE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","NORMAL","ZERO","FALSE","ZERO","NORMAL","HIGH","LOW","HIGH","TRUE","HIGH","ONESIDED","NORMAL","TRUE","HIGH","ZERO","LOW","HIGH","LOW","HIGH","NORMAL","HIGH","LOW","HIGH"
"TRUE","HIGH","HIGH","TRUE","HIGH","FALSE","HIGH","TRUE","LOW","HIGH","FALSE","NORMAL","FALSE","FALSE","LOW","NORMAL","TRUE","NORMAL","NORMAL","LOW","LOW","LOW","FALSE","HIGH","NORMAL","ZERO","FALSE","HIGH","NORMAL","HIGH","ZERO","NORMAL","LOW","HIGH","NORMAL","LOW","LOW"
"TRUE","NORMAL","NORMAL","FALSE","HIGH","TRUE","HIGH","FALSE","HIGH","LOW","FALSE","HIGH","FALSE","FALSE","LOW","LOW","TRUE","ZERO","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","LOW","LOW","ZERO","NORMAL","HIGH","NORMAL","HIGH","HIGH","LOW"
"TRUE","NORMAL","NORMAL","TRUE","HIGH","TRUE","NORMAL","TRUE","HIGH","NORMAL","FALSE","HIGH","TRUE","FALSE","LOW","LOW","TRUE","HIGH","NORMAL","LOW","NORMAL","LOW","TRUE","HIGH","NORMAL","LOW","TRUE","LOW","HIGH","HIGH","ZERO","LOW","HIGH","HIGH","HIGH","HIGH","HIGH"
"TRUE","LOW","LOW","FALSE","LOW","TRUE","NORMAL","FALSE","LOW","NORMAL","FALSE","NORMAL","TRUE","FALSE","NORMAL","HIGH","TRUE","HIGH","LOW","LOW","NORMAL","NORMAL","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","ZERO","HIGH","LOW","HIGH","HIGH","HIGH","NORMAL","LOW","LOW"
"TRUE","NORMAL","NORMAL","TRUE","LOW","TRUE","LOW","FALSE","HIGH","NORMAL","FALSE","LOW","FALSE","FALSE","HIGH","NORMAL","TRUE","LOW","NORMAL","HIGH","LOW","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","NORMAL","NORMAL","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL","NORMAL"
"TRUE","NORMAL","NORMAL","TRUE","HIGH","TRUE","NORMAL","FALSE","LOW","NORMAL","FALSE","LOW","FALSE","FALSE","NORMAL","ZERO","FALSE","HIGH","NORMAL","LOW","HIGH","NORMAL","TRUE","HIGH","NORMAL","LOW","TRUE","HIGH","NORMAL","LOW","NORMAL","ZERO","LOW","HIGH","NORMAL","LOW","HIGH"
"TRUE","LOW","LOW","TRUE","HIGH","FALSE","NORMAL","TRUE","HIGH","NORMAL","TRUE","LOW","TRUE","FALSE","HIGH","LOW","FALSE","NORMAL","NORMAL","LOW","NORMAL","NORMAL","TRUE","HIGH","NORMAL","HIGH","TRUE","HIGH","LOW","HIGH","HIGH","ZERO","HIGH","HIGH","LOW","LOW","HIGH"
"TRUE","NORMAL","LOW","FALSE","NORMAL","FALSE","HIGH","FALSE","LOW","LOW","FALSE","NORMAL","TRUE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","TRUE","HIGH","NORMAL","LOW","TRUE","HIGH","NORMAL","NORMAL","HIGH","LOW","HIGH","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","LOW","NORMAL","TRUE","NORMAL","FALSE","HIGH","TRUE","LOW","LOW","FALSE","LOW","TRUE","FALSE","HIGH","ZERO","TRUE","ZERO","NORMAL","HIGH","NORMAL","LOW","TRUE","HIGH","NORMAL","NORMAL","FALSE","NORMAL","LOW","ZERO","NORMAL","NORMAL","LOW","NORMAL","HIGH","HIGH","LOW"
"TRUE","NORMAL","LOW","TRUE","NORMAL","TRUE","LOW","TRUE","HIGH","NORMAL","FALSE","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","LOW","LOW","TRUE","HIGH","ONESIDED","HIGH","TRUE","HIGH","ZERO","NORMAL","LOW","ZERO","LOW","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","LOW","NORMAL","TRUE","NORMAL","FALSE","NORMAL","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","TRUE","LOW","NORMAL","LOW","HIGH","LOW","TRUE","HIGH","NORMAL","LOW","FALSE","HIGH","ZERO","LOW","ZERO","ZERO","HIGH","NORMAL","NORMAL","HIGH","NORMAL"
"TRUE","LOW","HIGH","TRUE","LOW","TRUE","NORMAL","FALSE","HIGH","LOW","FALSE","HIGH","FALSE","FALSE","HIGH","HIGH","TRUE","ZERO","NORMAL","HIGH","LOW","NORMAL","TRUE","HIGH","NORMAL","LOW","TRUE","HIGH","LOW","ZERO","HIGH","NORMAL","NORMAL","NORMAL","HIGH","LOW","NORMAL"
"TRUE","NORMAL","HIGH","FALSE","NORMAL","TRUE","HIGH","TRUE","NORMAL","LOW","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","LOW","NORMAL","LOW","NORMAL","LOW","TRUE","NORMAL","ESOPHAGEAL","ZERO","TRUE","LOW","ZERO","HIGH","HIGH","NORMAL","NORMAL","HIGH","HIGH","NORMAL","HIGH"
"TRUE","NORMAL","HIGH","TRUE","LOW","FALSE","LOW","TRUE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","LOW","LOW","NORMAL","FALSE","HIGH","NORMAL","LOW","TRUE","LOW","ZERO","NORMAL","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","NORMAL"
"TRUE","HIGH","HIGH","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","LOW","TRUE","FALSE","HIGH","LOW","TRUE","NORMAL","NORMAL","HIGH","NORMAL","NORMAL","TRUE","HIGH","NORMAL","NORMAL","FALSE","LOW","LOW","LOW","ZERO","HIGH","NORMAL","HIGH","HIGH","NORMAL","NORMAL"
"TRUE","LOW","NORMAL","TRUE","LOW","TRUE","NORMAL","TRUE","HIGH","NORMAL","FALSE","NORMAL","TRUE","TRUE","HIGH","LOW","TRUE","ZERO","NORMAL","LOW","LOW","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","HIGH","LOW","LOW","HIGH","HIGH","NORMAL","NORMAL","HIGH","LOW"
"TRUE","NORMAL","NORMAL","TRUE","LOW","TRUE","HIGH","FALSE","NORMAL","NORMAL","FALSE","LOW","TRUE","FALSE","LOW","ZERO","TRUE","LOW","LOW","LOW","LOW","LOW","TRUE","HIGH","NORMAL","HIGH","FALSE","HIGH","NORMAL","LOW","ZERO","LOW","HIGH","HIGH","HIGH","NORMAL","NORMAL"
"TRUE","HIGH","LOW","TRUE","NORMAL","TRUE","HIGH","FALSE","HIGH","LOW","FALSE","HIGH","TRUE","FALSE","NORMAL","NORMAL","TRUE","ZERO","NORMAL","HIGH","NORMAL","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","NORMAL","ZERO","ZERO","HIGH","LOW","HIGH","HIGH","NORMAL","LOW"
